row,Source,Year,Date,WBType,WaterBody,State,Mean_x,Mean_y,SiteName,SiteCode,SiteHist,BS_Pres,CStatus,cOccu,PointType
174,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,9/13/2017,LakePond,Bixby Pond,NH,312214.9033,4788215.28,20170913-1300-BS-Little Suncook River-Epsom-DIPNET,20170913-1300-BS-Little Suncook River-Epsom-DIPNET,"Found small schools of BS mixed with CS over thick stands of vegetation in about 2 - 3 feet of water over sand/silt substrate.  Did not observe BS anywhere upstream.  May be very small remnant population, bordering on extirpation, at this site unless the",Current,Present,1,GPS survey coordinates
175,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,9/26/2017,StreamRiver,Red Hill River,NH,303589.2946,4851424.123,20170926-1030-BS-Red Hill River-Sandwich-DIPNET,20170926-1030-BS-Red Hill River-Sandwich-DIPNET,"BS found mixed in with CCS, GS, and CS in stand of Pondweed above large, active beaver dam. Small white spots observed on some individuals, possibly fungus. BS not abundant despite suitable habitat (about 5 CCS to 1 BS). Adults and juveniles present.",Current,Present,1,GPS survey coordinates
176,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,9/26/2017,StreamRiver,Red Hill River,NH,303310.767,4851841.99,20170926-900-BS-Red Hill River-Sandwich-DIPNET,20170926-900-BS-Red Hill River-Sandwich-DIPNET,BS captured just above old beaver dam. Found mixed in with small schools of GS and CCS among stand of narrow leaf pondweed. More habitat upstream. Property owned by Lakes Region Conservation Trust. Recently hatched wood turtles observed in large sawdust,Current,Present,1,GPS survey coordinates
239,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,9/26/2017,StreamRiver,Harper Brook,NH,289302.9344,4833368.869,20170926-1200-BS-Harper Brook tributary-New Hampton-DIPNET,BS-Harper Brook tributary-New Hampton-MEANCENTER,Very abundant BS population found in wetland complex downstream from previously documented population at outlet of Pemi Lake. BS were the most abundant fish observed. Population currently divided by two beaver dams. Potential source for hatchery propagat,Current,Present,1,Mean center point of 2+ surveys at this location
177,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,9/29/2017,LakePond,Unnamed pond,NH,292234.6878,4832668.085,20170929-1430-BS-unnamed pond-Meredith-DIPNET,20170929-1430-BS-unnamed pond-Meredith-DIPNET,Dominant vegetation white water lily and bladderwort. Very warm. Mud substrate. Active beaver impoundment.  GS only fish species observed.,No historical record of occupancy,Absent,0,GPS survey coordinates
178,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,9/29/2017,StreamRiver,Harper Brook,NH,287104.5355,4833896.409,20170929-930-BS-Harper Brook  -New Hampton-DIPNET,20170929-930-BS-Harper Brook  -New Hampton-DIPNET,"Narrow, meandering channel. Not much suitable vegetation for BS habitat. Fluctuating water levels due to recent beaver activity. No BS found. Possibly better habitat in backwater just upstream.",No historical record of occupancy,Absent,0,GPS survey coordinates
179,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,10/3/2017,StreamRiver,Exeter River,NH,325949.2721,4760502.722,20171003-1230-BS-Exeter River-Fremont-DIPNET,20171003-1230-BS-Exeter River-Fremont-DIPNET,"Partial drawdown at dam to prevent flooding. BS found in deeper water and aquatic vegetation near dam, but habitat is patchy upstream as channel becomes shallow and sandy at lower flow.  Little, if any, habitat may remain at full drawdown.  BS observed i",Historically present in river,Present,1,GPS survey coordinates
180,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,10/3/2017,StreamRiver,Exeter River,NH,329766.926,4759145.777,20171003-930-BS-Exeter River-Brentwood-DIPNET,20171003-930-BS-Exeter River-Brentwood-DIPNET,Dam was drawn down to evaluate potential removal. Grade control at bridge maintained enough water level to allow for patchy aquatic vegetation in the channel.  Bridle Shiners observed in drawn down impoundment at low abundance. Abundance increased as we,Historically present in river,Present,1,GPS survey coordinates
181,"M. Carpenter, NHFGD, written communication, 7 February 2023",2017,10/18/2017,StreamRiver,Exeter River,NH,336792.7795,4759418.202,20171018-1000-BS-Exeter River-Brentwood-DIPNET,20171018-1000-BS-Exeter River-Brentwood-DIPNET,"BS abundant in shallow coves from dam upstream to large backwater. Occupied habitat could extend further upstream. Present where bottom veg, such as elodea exists. Not found in stands of water lily with no bottom veg. Could be vulnerable to extensive dra",Historically present in river,Present,1,GPS survey coordinates
182,"M. Carpenter, NHFGD, written communication, 7 February 2023",2018,6/29/2018,StreamRiver,Lamprey River,NH,326687.6039,4767643.13,20180629-930-BS-Lamprey River-Epping-DIPNET,20180629-930-BS-Lamprey River-Epping-DIPNET,"One bridle shiner caught by dip net in cove just below Bunker Pond dam removal site.  May have dispersed from small, apparently manmade pond where BS population seems to be self sustaining. Abundant juvenile BS observed among stands of coontail at NW cor",Historically present in river,Present,1,GPS survey coordinates
183,"M. Carpenter, NHFGD, written communication, 7 February 2023",2018,7/9/2018,LakePond,Lake Kanasatka,NH,303025.2953,4843211.501,20180709-1000-BS-Kanasatka Lake-Moultonborough-DIPNET,20180709-1000-BS-Kanasatka Lake-Moultonborough-DIPNET,Small school of adult BS observed in surprisingly open habitat. White water lily and grass like vegetation near bottom.  Not evenly distrbuted throughout cove.,Current,Present,1,GPS survey coordinates
184,"M. Carpenter, NHFGD, written communication, 7 February 2023",2018,7/9/2018,LakePond,Lake Kanasatka,NH,302155.6738,4844502.275,20180709-1130-BS-Kanasatka Lake-Moultonborough-DIPNET,20180709-1130-BS-Kanasatka Lake-Moultonborough-DIPNET,Large school of BS observed in deeper section of cove with thicker grass like vegetation and bladderwort.  Thinner cover throughout much of cove. Three size classes observed including YOY.,Current,Present,1,GPS survey coordinates
185,"M. Carpenter, NHFGD, written communication, 7 February 2023",2018,7/9/2018,LakePond,Lake Kanasatka,NH,301198.8546,4844667.45,20180709-1300-BS-Kanasatka Lake-Moultonborough-DIPNET,20180709-1300-BS-Kanasatka Lake-Moultonborough-DIPNET,Abundant BS observed at inlet cove. No BS observed in adjacent cove where habitat appears impacted by beaches.  Vegetation is sparse and interspersed with clumps of algae.,Current,Present,1,GPS survey coordinates
186,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,7/1/2019,LakePond,Garland Pond,NH,323621.8441,4840928.333,20190701-1030-BS-Garland Pond-Ossipee-DIPNET,20190701-1030-BS-Garland Pond-Ossipee-DIPNET,"Captured BS in good habitat near outlet. Floating heart, white water lily, yellow water lily, water shield, bladderwort, abundant grasslike vegetation (possibly Eleocharis). Observed small schools of BS among other minnow species (possibly fallfish) in s",Current,Present,1,GPS survey coordinates
187,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,7/1/2019,StreamRiver,Beech River,NH,324575.6393,4840401.962,20190701-1130-BS-unnamed stream-Ossipee-DIPNET,20190701-1130-BS-unnamed stream-Ossipee-DIPNET,Small cluster of BS found in wetland stream upstream of abandoned beaver dam. Seems to be persisting at very low abundance.  Tributary to Garland Pond,Current,Present,1,GPS survey coordinates
188,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,7/2/2019,LakePond,Lake Winnipesaukee,NH,306859.0378,4844601.237,20190702-1000-BS-Winnipesaukee Lake-Moultonborough-DIPNET,20190702-1000-BS-Winnipesaukee Lake-Moultonborough-DIPNET,"A few Bridle Shiners captured among grassy veg. mixed with white water lily. More prevalant at north end of cove. BS not widespread throughout cove, but relatively abundant in patches.",Historically present in waterbody,Present,1,GPS survey coordinates
189,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,7/2/2019,LakePond,Lake Winnipesaukee,NH,305831.9217,4844014.107,20190702-1200-BS-Winnipesaukee Lake-Moultonborough-DIPNET,20190702-1200-BS-Winnipesaukee Lake-Moultonborough-DIPNET,A few small schools of BS found tight to shoreline. Very patchy. Not widespread. Dead bladderwort observed near large fallen pine tree. Similar habitat as in other nearby coves.,Historically present in waterbody,Present,1,GPS survey coordinates
244,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,7/24/2019,LakePond,Pemingewasset Lake,NH,289891.8003,4832800.714,20190724-1000-BS-Pemigewasset Lake-New Hampton-DIPNET,BS-Pemigewasset Lake-New Hampton-MEANCENTER,"First attempt at capturing BS for stocking pond at Warren Hatchery. BS present but not abundant. Pulling seine net in  circle and back to john boat (1 person in water with chest waders and 2 in the boat) worked well, but catch rate was low. Motor died on",Current,Present,1,Mean center point of 2+ surveys at this location
190,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,8/9/2019,StreamRiver,Salmon Falls River,NH,340682.0789,4815321.63,20190809-1000-BS-Salmon Falls River-Milton-DIPNET,20190809-1000-BS-Salmon Falls River-Milton-DIPNET,BS abundant 30 to 50 observed.,Current,Present,1,GPS survey coordinates
191,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,8/9/2019,StreamRiver,Salmon Falls River,NH,340588.3401,4815327.405,20190809-1100-BS-Salmon Falls River-Milton-DIPNET,20190809-1100-BS-Salmon Falls River-Milton-DIPNET,BS abundant in cove. Multiple age classes.,Current,Present,1,GPS survey coordinates
192,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,8/9/2019,StreamRiver,Salmon Falls River,NH,340628.231,4815973.199,20190809-1230-BS-Salmon Falls River-Milton-DIPNET,20190809-1230-BS-Salmon Falls River-Milton-DIPNET,"BS abundant in multiple year classes throughout cove at mouth of Salmon Falls River and in river upstream in suitable habitat. Found in backwater coves and in patches of vegetation in mainstem river. Excellent habitat - clear water, sandy substrate, abun",Current,Present,1,GPS survey coordinates
193,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,8/9/2019,LakePond,Northeast Pond,NH,341348.2398,4815045.65,20190809-930-BS-Northeast Pond-Milton-DIPNET,20190809-930-BS-Northeast Pond-Milton-DIPNET,Large schols of BS observed in thick aquatic vegetation at northern end of Northeast Pond. YOY and adults observed.,Current,Present,1,GPS survey coordinates
194,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,8/9/2019,StreamRiver,Salmon Falls River,NH,341111.5719,4815263.92,20190809-945-BS-Salmon Falls River-Milton-DIPNET,20190809-945-BS-Salmon Falls River-Milton-DIPNET,YOY BS observed in cove on river left side of Maine Channel. BS abudant in suitable habitat throughout area.,Current,Present,1,GPS survey coordinates
195,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,9/20/2019,StreamRiver,Suncook River,NH,314286.7217,4807805.662,20190920-1100-BS-Suncook River-Barnstead-DIPNET,20190920-1100-BS-Suncook River-Barnstead-DIPNET,"Observed 3 BS in small backwater along meandering, widening channel as stream approaches Suncook Lake. No other BS observed despite suitable habitat throughout reach.",Historically present in the river and surrounding watershed,Present,1,GPS survey coordinates
196,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,9/20/2019,StreamRiver,Soucook River,NH,299963.9262,4795890.982,20190920-900-BS-Soucook River-Loudon-DIPNET,20190920-900-BS-Soucook River-Loudon-DIPNET,Confirmed BS still abundant in thick vegetation (mostly floating heart) under bridge. Vegetation just starting to turn brown as nights get colder.,Historically present in the river and surrounding watershed,Present,1,GPS survey coordinates
197,"M. Carpenter, NHFGD, written communication, 7 February 2023",2019,9/24/2019,StreamRiver,Beaver Brook,NH,325160.5392,4822405.304,20190924-1400-BS-Beaver Brook-New Durham-DIPNET,20190924-1400-BS-Beaver Brook-New Durham-DIPNET,"No BS found. Habitat looked good. Grass-like vegetation (Eulocharis?), bladderwort, coontail, pondweed, sand/gravel/mud substrate, Series of beaver dams. Some active, some old. Similar to Jones Brook. Surrounded by bog - Sphagnum, leatherleaf, blueberrie",No historical record of occupancy,Absent,0,GPS survey coordinates
198,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,7/7/2020,StreamRiver,Isinglass River,NH,330813.4221,4789620.623,20200707-1000-BS-Isinglass River-Barrington-DIPNET,20200707-1000-BS-Isinglass River-Barrington-DIPNET,"BS captured in high quality habitat (mostly floating heart with bladderwort mixed in). Intact riparian zone.  Isinglass River becomes deeper upstream.  Just downstream, habitat turns rocky and faster flowing from possible remnants of old dam to Route 126",Historically present in river,Present,1,GPS survey coordinates
199,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,7/7/2020,StreamRiver,Isinglass River,NH,330005.944,4790143.094,20200707-1230-BS-Isinglass River-Barrington-DIPNET,20200707-1230-BS-Isinglass River-Barrington-DIPNET,"Coordinates mark approximate upstream limit of suitable BS habitat, although no BS observed above beaver dam at confluence of Nippo Brook. Mussels observed at location.  LMB's were YOY.",Historically present in river,Absent,0,GPS survey coordinates
200,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,7/7/2020,StreamRiver,Isinglass River,NH,330310.4413,4789779.867,20200707-1530-BS-Isinglass River-Barrington-DIPNET,20200707-1530-BS-Isinglass River-Barrington-DIPNET,"Last confirmed capture of BS heading upstream in low gradient section of Isinglass River.  Multiple beaver dams upstream. Habitat continues to be suitable, but aquatic plant community dominated more by spikerush than floating heart as one moves upstream.",Historically present in river,Present,1,GPS survey coordinates
201,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,7/8/2020,LakePond,Heads Pond,NH,301469.2591,4774896.741,20200708-900-BS-Heads Pond-Hooksett-DIPNET,20200708-900-BS-Heads Pond-Hooksett-DIPNET,"Survey to confirm BS extirpation from Heads Pond. No BS observed. Habitat suitable, but not ideal. Vegetation density seems adequate in patches, but a little thin in much of the lake. Mostly pondweeds, bladderwort, water lilies, and patches of spikerush.",Historically present in waterbody,Extirpated,0,GPS survey coordinates
202,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,7/29/2020,StreamRiver,Pine River,NH,329392.4841,4846184.216,20200729-930-BS-Pine River-Effingham-DIPNET,20200729-930-BS-Pine River-Effingham-DIPNET,"Meandering river channel with sandy substrate. A little too much flow to be suitable BS habitat. Some habitat in backwaters, but no BS observed.",No historical record of occupancy,Absent,0,GPS survey coordinates
203,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,8/5/2020,StreamRiver,Nippo Brook,NH,330049.7567,4788388.41,20200805-900-BS-Nippo Brook-Barrington-DIPNET,20200805-900-BS-Nippo Brook-Barrington-DIPNET,Aquatic vegetation mostly pondweed with some coontail. Muddy substrate with dark stained water. Wetland is partially formed by boulders stacked at downstream end - very old. Thousands of GS and BG YOY. Observed CCS above large beaver dam. No BS observed.,No historical record of occupancy,Absent,0,GPS survey coordinates
204,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,8/6/2020,LakePond,Cooks Pond,NH,326548.8748,4859108.92,20200806-1000-BS-Cooks Pond-Madison-DIPNET,20200806-1000-BS-Cooks Pond-Madison-DIPNET,"Had to dipnet from shockboat because john boat was not available. Excellent habitat in low gradient tributary that connects Cooks Pond with Silver Lake. Abundant BS observed along marjins of stream among bladderwort, spikerush, white water lily, and pond",Current,Present,1,GPS survey coordinates
205,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,8/12/2020,StreamRiver,Squam River,NH,288770.2501,4843686.776,20200812-1000-BS-Squam River-Ashland-DIPNET,20200812-1000-BS-Squam River-Ashland-DIPNET,"No BS observed. Habitat appears suitable. Also observed sunfish, but could not ID.",No historical record of occupancy,Absent,0,GPS survey coordinates
206,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,8/13/2020,LakePond,Purity Lake,NH,332157.3926,4858595.157,20200813-1100-BS-Purity Lake-Madison-DIPNET,20200813-1100-BS-Purity Lake-Madison-DIPNET,Habitat looks good. BS still abundant. Observed immediately.,No historical record of occupancy,Absent,0,GPS survey coordinates
207,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,8/13/2020,LakePond,Archers Pond,NH,327486.1854,4843183.459,20200813-1300-BS-Archers Pond-Ossipee-DIPNET,20200813-1300-BS-Archers Pond-Ossipee-DIPNET,"Habitat not suitable for BS. Observed large YP along with sunfish and LMB. Larger shiners present, but could not ID.",No historical record of occupancy,Absent,0,GPS survey coordinates
208,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,8/18/2020,StreamRiver,Salmon Falls River,NH,341080.3698,4817410.667,20200818-1030-BS-Salmon Falls River-Milton-DIPNET,20200818-1030-BS-Salmon Falls River-Milton-DIPNET,Found BS in backwater just downstream from launch site. Appears to be upstream limit of BS in this section of the Salmon Falls River. Habitat becomes less suitable as you move upstream. More cobble/gravel riffle habitat as you approach bridge on Western,Current,Present,1,GPS survey coordinates
209,"M. Carpenter, NHFGD, written communication, 7 February 2023",2020,8/18/2020,StreamRiver,Branch River,NH,339215.8084,4815551.177,20200818-1230-BS-Branch River-Milton-DIPNET,20200818-1230-BS-Branch River-Milton-DIPNET,Adult BS first captured in patch of water lily and pondweed in small backwater along east shore of river. River is mostly shallow and sandy with intact riparian zone. BS habitat is patchy and mostly confined to small coves and backwaters with aquatic veg,Current,Present,1,GPS survey coordinates
13,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/8/2021,LakePond,Burnt Meadow Pond,ME,348499.4167,4865679.417,BURNPD-01,BURNPD-01,"Subsite A corresponds with eDNA BURNPD-01, Subsite B corresponds with eDNA BURNPD-02.",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
14,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/8/2021,LakePond,Burnt Meadow Pond,ME,348622.0833,4865064.333,BURNPD-02,BURNPD-02,"Subsite A corresponds with eDNA BURNPD-01, Subsite B corresponds with eDNA BURNPD-02.",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
70,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/10/2021,StreamRiver,Ossipee River,ME,353203.2375,4852143.013,OSSIPE,OSSIPE,"Started in backwater, moved around shoreline into deeper water.  Stopped at 6th seine haul when 1 BDS caught.",Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
112,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/10/2021,LakePond,Spectacle Pond,ME,346912.4286,4853557.214,SPECPD,SPECPD-01,"Difficult site/day to sample: pond margins deep with floating mats of veg.  Not possible to sample without a boat, but high winds made navigation difficult.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
113,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/10/2021,LakePond,Spectacle Pond,ME,347075,4853646,SPECPD,SPECPD-02,"Difficult site/day to sample: pond margins deep with floating mats of veg.  Not possible to sample without a boat, but high winds made navigation difficult.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
47,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/14/2021,StreamRiver,Panther Run,ME,382391.25,4860701,JORDAN,JORDAN-01,Scale not working. Subsite A: big impoundment by peninsula.  Subsite B: eDNA replicates 1 and 2. Seine #5: released many newly hatched fish of unknown sp.,Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
48,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/14/2021,StreamRiver,Panther Run,ME,382451.4167,4860670,JORDAN,JORDAN-02,Scale not working. Subsite A: big impoundment by peninsula.  Subsite B: eDNA replicates 1 and 2. Seine #5: released many newly hatched fish of unknown sp.,Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
85,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/14/2021,StreamRiver,Presumpscot River,ME,383526.9577,4845096.592,PRESUM-01,PRESUM-01,Started at shallow backwater on western shore.  Seine hauls 2-3 on eastern shore in milfoil area.,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
86,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/14/2021,StreamRiver,Presumpscot River,ME,383596,4845195.833,PRESUM-02,PRESUM-02,Started at shallow backwater on western shore.  Seine hauls 2-3 on eastern shore in milfoil area.,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
2,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/16/2021,LakePond,Barker Pond,ME,359059.9,4860984.9,BARKER,BARKER-01,"Started on east side of culvert, took last sample on west side of culvert. Stopped after 3 seine hauls.",Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
3,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/16/2021,LakePond,Barker Pond,ME,358996,4860972,BARKER,BARKER-02,"Started on east side of culvert, took last sample on west side of culvert. Stopped after 3 seine hauls.",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
97,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/16/2021,StreamRiver,Saco River,ME,353461,4862048.5,SACONO-01,SACONO-01,"Subsite A corresponds with eDNA SACONO-01, Subsite B is an unsampled river backwater, and Subsite C corresponds with eDNA SACONO-02",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
98,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/16/2021,StreamRiver,Saco River,ME,353667,4862320.333,SACONO-02,SACONO-02,"Subsite A corresponds with eDNA SACONO-01, Subsite B is an unsampled river backwater, and Subsite C corresponds with eDNA SACONO-02",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
210,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,6/16/2021,StreamRiver,Soucook River,NH,301116.2467,4807381.151,20210616-1000-BS-Soucook River-Loudon-DIPNET,20210616-1000-BS-Soucook River-Loudon-DIPNET,Looking for BS to stock in pond at Warren Hatchery. Only captured 7 individuals. Collected bladderwort and floating heart and transferred to Warren to try to establish more suitable BS habitat in pond.,Historically present in the river and surrounding watershed,Present,1,GPS survey coordinates
55,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/18/2021,StreamRiver,Marshall Brook,ME,551548.8571,4902259.929,MARBRK,MARBRK-01,"Downstream to upstream: up a side channel for S5-6, above beaver dam (active) for S7-8. High-ish tide.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
56,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/18/2021,StreamRiver,Marshall Brook,ME,551462,4902331,MARBRK,MARBRK-02,"Downstream to upstream: up a side channel for S5-6, above beaver dam (active) for S7-8. High-ish tide.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
211,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,6/18/2021,LakePond,Purity Lake,NH,332664.2716,4860539.3,20210618-1030-BS-Purity Lake-Eaton-DIPNET,20210618-1030-BS-Purity Lake-Eaton-DIPNET,Looking for BS to stock in pond at Warren Hatchery. Captured approximately 80 BS in cove at north end of Purity Lake and transferred them to Warren.,Current,Present,1,GPS survey coordinates
212,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,6/23/2021,LakePond,Crystal Lake,NH,313565.6037,4811089.133,20210623-1300-BS-Crystal Lake-Gilmanton -DIPNET,20210623-1300-BS-Crystal Lake-Gilmanton -DIPNET,Habitat looked good. One small school of BS observed (one individual captured). Abundant spike rush and floating heart. Similar habitat to Salmon Falls River at upper Northeast Pond. Strange that so few BS observed despite apparently suitable habitat. Pa,Current,Present,1,GPS survey coordinates
213,"M. Carpenter, NHFGD, written communication, 7 February 2023",2021,6/23/2021,LakePond,Rocky Pond,NH,301241.3375,4808763.165,20210623-930-BS-Rocky Pond-Gilmanton-DIPNET,20210623-930-BS-Rocky Pond-Gilmanton-DIPNET,Habitat sparse and vegetation was brown. Looks like vegetated coves may have been recently treated with herbicide for milfoil control. No additional cover along shoreline - too shallow. No BS observed.,No historical record of occupancy,Absent,0,GPS survey coordinates
100,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/28/2021,StreamRiver,Saco River,ME,356709.3125,4851980.25,SACOSO,SACOSO,"Water much higher than when collecting eDNA.  Sampled shallowest areas with vegetation, but current was strong.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
114,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/28/2021,LakePond,Stanley Pond,ME,348513.3,4854698.3,STANPD-01,STANPD-01,"Subsite A corresponds with eDNA STANPD-01, Subsite B is the inlet of the pond (no water samples), and Subsite C corresponds with eDNA STANPD-02",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
115,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/28/2021,LakePond,Stanley Pond,ME,348085.1111,4854932.333,STANPD-02,STANPD-02,"Subsite A corresponds with eDNA STANPD-01, Subsite B is the inlet of the pond (no water samples), and Subsite C corresponds with eDNA STANPD-02",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
118,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/28/2021,LakePond,Trafton Pond,ME,348268.5,4856241.643,TRAFPD-01,TRAFPD-01,"Subsite A: southeastern shoreline of pond, including eDNA sampling area.  Subsite B: inlet of pond, no water samples taken there.",Historically present in waterbody,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
35,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/30/2021,LakePond,Bauneg Beg Pond,ME,359002.75,4801934.563,GWORKB,GWORKB,"A: downstream of culvert.  B: upstream of culvert on western shore.  Deep, dark water",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
36,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/30/2021,StreamRiver,Great Works River,ME,357525.25,4805672.875,GWORKN,GWORKN,"Started in pool below culvert, then crossed culvert to sample upstream aquatic plants, then back downstream towards riffle.  No fish: flushed downstream by rains?",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
37,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/30/2021,StreamRiver,Great Works River,ME,358931.7692,4797487.154,GWORKS,GWORKS-01,"Started west of culvert in eDNA water collection area, then sampled east of culvert and in culvert (S8). Water level and flow high.",Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
38,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/30/2021,StreamRiver,Great Works River,ME,359009.6667,4797536,GWORKS,GWORKS-02,"Started west of culvert in eDNA water collection area, then sampled east of culvert and in culvert (S8). Water level and flow high.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
53,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/30/2021,StreamRiver,Little River,ME,350404,4803866,LITTLR,LITTLR-01,"Sampled upstream of culvert, then moved downstream sampling eDNA water collection areas and directly below culvert.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
54,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/30/2021,StreamRiver,Little River,ME,350508.0714,4803767,LITTLR,LITTLR-02,"Sampled upstream of culvert, then moved downstream sampling eDNA water collection areas and directly below culvert.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
107,University of Maine Bridle Shiner Surveys 2021-2022,2021,6/30/2021,StreamRiver,Salmon Falls River,ME,345383.1818,4796430.545,SFALLS,SFALLS,Sampled from Maine shoreline targeting patches of milfoil midriver.  High water prevented direct milfoil sampling.,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
10,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/5/2021,StreamRiver,Browns Brook,ME,554518.5,4967959,BROBRK,BROBRK,"30 ft bag seine: 2 hauls in shallow, vegetated shoreline areas and 2 hauls in open water.  Stopped after four seine hauls due to high fish mortality.  Also caught salamanders and copious numbers of dragonfly larvae and backswimmers.",Historically present in vicinity of coordinates,Absent,0,Mean center point of seine and/or eDNA sample replicates collected at this location
52,University of Maine Bridle Shiner Surveys 2021-2022,2021,7/6/2021,StreamRiver,Kimball Brook,ME,341695.4615,4887241.923,KIMBAL,KIMBAL,Downstream to upstream: started at culvert,Current,Present,1,Mean center point of seine and/or eDNA sample replicates collected at this location
